time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010462000000	-25.7203	-4.84655	4.64285	2.10156	-0.490162	lidar	0.193588	-25.6952	-4.89995	-25.7055	-4.7486	4.80227	2.03722
1477010462050000	-25.8286	-4.62964	4.65416	2.0695	-0.499036	radar	0.956589	-25.8162	-4.40681	-25.8105	-4.53268	4.80309	2.0098
1477010462100000	-25.9316	-4.38796	4.69137	2.03138	-0.514037	lidar	0.863461	-25.9516	-4.26659	-25.9096	-4.31392	4.80403	1.98241
1477010462150000	-26.107	-4.2109	4.70429	2.04795	-0.46128	radar	8.81559	-26.8953	-4.43966	-26.0027	-4.0925	4.80509	1.95504
1477010462200000	-26.1671	-3.92087	4.76623	1.98245	-0.511571	lidar	3.70173	-26.1198	-3.67723	-26.0897	-3.86856	4.80628	1.92772
1477010462250000	-26.287	-3.718	4.76383	1.97374	-0.490676	radar	1.88162	-26.5652	-3.85723	-26.1706	-3.64227	4.80759	1.90044
1477010462300000	-26.2525	-3.4202	4.77678	1.87235	-0.584843	lidar	6.23999	-25.9974	-3.24722	-26.2453	-3.41381	4.80903	1.8732
1477010462350000	-26.3145	-3.18109	4.7847	1.83811	-0.590608	radar	1.10311	-26.2976	-3.01078	-26.3138	-3.18332	4.81058	1.84601
1477010462400000	-26.3105	-2.92429	4.78098	1.77287	-0.634712	lidar	1.35612	-26.1741	-2.87885	-26.376	-2.95098	4.81225	1.81888
1477010462450000	-26.3755	-2.73706	4.73003	1.76091	-0.612215	radar	6.87335	-26.4681	-3.44967	-26.4319	-2.71697	4.81404	1.7918
1477010462500000	-26.5057	-2.56483	4.69408	1.78503	-0.546371	lidar	3.73226	-26.674	-2.73852	-26.4815	-2.48143	4.81595	1.76479
1477010462550000	-26.5534	-2.30285	4.73502	1.75267	-0.55077	radar	4.76578	-26.657	-1.72382	-26.5247	-2.24456	4.81798	1.73784
1477010462600000	-26.6206	-2.09405	4.71431	1.74275	-0.529924	lidar	0.528807	-26.6691	-2.17333	-26.5616	-2.0065	4.82012	1.71097
1477010462650000	-26.6214	-1.829	4.74278	1.69313	-0.557248	radar	4.87167	-26.3248	-1.32261	-26.5921	-1.76744	4.82237	1.68417
1477010462700000	-26.5883	-1.57542	4.74814	1.6332	-0.59648	lidar	1.0874	-26.4671	-1.53207	-26.6161	-1.52753	4.82474	1.65745
1477010462750000	-26.5979	-1.38569	4.68291	1.6081	-0.593045	radar	8.79965	-26.4998	-2.19525	-26.6338	-1.28695	4.82722	1.63081
1477010462800000	-26.6018	-1.15013	4.68519	1.57759	-0.594005	lidar	0.00334414	-26.5998	-1.14277	-26.6451	-1.04586	4.8298	1.60426
1477010462850000	-26.6601	-0.962059	4.63287	1.58305	-0.552539	radar	10.5794	-27.2008	-1.67678	-26.65	-0.804425	4.83249	1.57781
1477010462900000	-26.6815	-0.705672	4.67042	1.56496	-0.539362	lidar	0.845575	-26.7355	-0.59539	-26.6485	-0.562811	4.83529	1.55145
1477010462950000	-26.7035	-0.448516	4.7045	1.5505	-0.522475	radar	4.84206	-26.9891	0.0351491	-26.6406	-0.321181	4.8382	1.52519
1477010463000000	-26.6152	-0.1577	4.77378	1.47975	-0.574792	lidar	4.36309	-26.4553	0.0602653	-26.6264	-0.0796947	4.8412	1.49904
1477010463050000	-26.6239	0.0799716	4.77433	1.46882	-0.552596	radar	2.5811	-26.9537	0.136944	-26.6059	0.161489	4.84431	1.47299
1477010463100000	-26.603	0.366752	4.8428	1.44383	-0.546825	lidar	2.4278	-26.6201	0.57588	-26.5792	0.402213	4.84751	1.44706
1477010463150000	-26.5932	0.592864	4.82205	1.42925	-0.531638	radar	2.32954	-26.8241	0.381508	-26.5462	0.642323	4.85081	1.42124
1477010463200000	-26.6132	0.875693	4.87995	1.43292	-0.492316	lidar	2.78761	-26.7293	1.06082	-26.5069	0.881666	4.85421	1.39555
1477010463250000	-26.5205	1.19234	4.98667	1.38068	-0.522673	radar	28.3542	-25.9562	2.60409	-26.4616	1.12009	4.85769	1.36998
1477010463300000	-26.4466	1.43272	4.98507	1.34221	-0.537936	lidar	0.159171	-26.3986	1.42212	-26.4101	1.35745	4.86127	1.34454
1477010463350000	-26.3894	1.55484	4.82044	1.31079	-0.549155	radar	54.0932	-26.5072	-0.563929	-26.3526	1.59361	4.86493	1.31923
1477010463400000	-26.3359	1.78833	4.82067	1.28937	-0.541696	lidar	0.0381143	-26.3594	1.79315	-26.2891	1.82841	4.86868	1.29407
1477010463450000	-26.2728	2.00739	4.80187	1.26495	-0.538872	radar	1.82629	-26.3475	1.82827	-26.2197	2.06173	4.87252	1.26904
1477010463500000	-26.2134	2.2262	4.78594	1.24524	-0.530514	lidar	0.178295	-26.2502	2.18481	-26.1444	2.29342	4.87643	1.24416
1477010463550000	-26.1269	2.4402	4.77098	1.21403	-0.536674	radar	1.62067	-26.069	2.27896	-26.0633	2.52336	4.88042	1.21942
1477010463600000	-26.0523	2.69187	4.80626	1.19647	-0.523976	lidar	0.753467	-26.0641	2.80701	-25.9765	2.75141	4.88449	1.19484
1477010463650000	-25.9964	2.92209	4.80158	1.18875	-0.501006	radar	3.08306	-26.3234	3.02388	-25.8841	2.97746	4.88862	1.17042
1477010463700000	-25.8917	3.19724	4.87691	1.16504	-0.496793	lidar	2.91816	-25.8345	3.42005	-25.7861	3.20139	4.89283	1.14615
1477010463750000	-25.8324	3.44033	4.88423	1.16297	-0.468045	radar	4.1352	-26.1824	3.73376	-25.6826	3.42306	4.89711	1.12206
1477010463800000	-25.7111	3.65458	4.88349	1.12751	-0.483004	lidar	0.155773	-25.6666	3.63509	-25.5737	3.64239	4.90145	1.09813
1477010463850000	-25.5924	3.82918	4.83011	1.0902	-0.500868	radar	7.41379	-25.5773	3.13316	-25.4596	3.85924	4.90586	1.07437
1477010463900000	-25.5605	4.04457	4.79181	1.10516	-0.452511	lidar	2.35642	-25.7492	3.99968	-25.3402	4.07353	4.91032	1.05079
1477010463950000	-25.4354	4.22489	4.75727	1.0691	-0.470077	radar	4.3726	-25.3516	3.75691	-25.2157	4.28514	4.91484	1.02738
1477010464000000	-25.2324	4.43836	4.81395	1.00609	-0.517306	lidar	3.17121	-25.0214	4.52803	-25.0863	4.49399	4.91942	1.00417
1477010464050000	-25.0245	4.6054	4.81516	0.936934	-0.570908	radar	9.68939	-24.2719	4.30917	-24.9518	4.69998	4.92404	0.981133
1477010464100000	-24.9309	4.82452	4.81574	0.938441	-0.533686	lidar	0.971682	-25.0363	4.88499	-24.8126	4.90303	4.92872	0.958291
1477010464150000	-24.7501	5.00409	4.82275	0.89231	-0.557416	radar	3.71359	-24.3609	4.95947	-24.6686	5.10304	4.93344	0.935644
1477010464200000	-24.5788	5.22115	4.87222	0.864815	-0.555134	lidar	1.26421	-24.5041	5.35293	-24.5201	5.29995	4.9382	0.913195
1477010464250000	-24.4181	5.39264	4.85674	0.833893	-0.559415	radar	2.42712	-24.4379	5.24592	-24.367	5.49367	4.943	0.890947
1477010464300000	-24.2163	5.57123	4.8866	0.790692	-0.577136	lidar	0.685207	-24.1159	5.61152	-24.2095	5.68414	4.94783	0.868904
1477010464350000	-24.0656	5.68531	4.80268	0.754578	-0.589256	radar	15.2672	-24.5638	4.75836	-24.0477	5.8713	4.9527	0.847069
1477010464400000	-23.9021	5.87209	4.81796	0.73861	-0.571919	lidar	0.324348	-23.9153	5.94377	-23.8818	6.05508	4.9576	0.825446
1477010464450000	-23.7183	6.05519	4.84343	0.716425	-0.562663	radar	3.95733	-23.5491	6.44495	-23.7117	6.23542	4.96252	0.804038
1477010464500000	-23.5694	6.23872	4.83856	0.711446	-0.534189	lidar	0.576295	-23.6471	6.29102	-23.5377	6.41227	4.96747	0.782849
1477010464550000	-23.4166	6.41067	4.82215	0.702961	-0.511908	radar	3.62814	-23.7544	6.53746	-23.3598	6.58559	4.97244	0.761882
1477010464600000	-23.1926	6.62571	4.9188	0.685085	-0.498814	lidar	4.92276	-23.0099	6.86182	-23.1781	6.75533	4.97743	0.74114
1477010464650000	-22.9641	6.69637	4.87421	0.616897	-0.553927	radar	13.6437	-22.7862	5.74144	-22.9928	6.92146	4.98243	0.720627
1477010464700000	-22.7625	6.8904	4.92687	0.609653	-0.526733	lidar	1.93641	-22.6991	7.063	-22.804	7.08393	4.98744	0.700345
1477010464750000	-22.5448	7.0039	4.91678	0.569099	-0.544526	radar	3.40857	-22.418	6.76159	-22.6117	7.24273	4.99246	0.680299
1477010464800000	-22.3914	7.1942	4.91071	0.583894	-0.492671	lidar	1.87241	-22.5083	7.31524	-22.4161	7.39782	4.99749	0.66049
1477010464850000	-22.189	7.36404	4.93482	0.575392	-0.471502	radar	5.89423	-22.0543	7.85452	-22.2173	7.54917	5.00251	0.640923
1477010464900000	-22.0464	7.56492	4.9196	0.600267	-0.411921	lidar	2.55942	-22.1947	7.69478	-22.0154	7.69679	5.00754	0.6216
1477010464950000	-21.8563	7.80191	4.98208	0.624818	-0.353685	radar	21.2141	-21.6178	9.0351	-21.8105	7.84064	5.01256	0.602525
1477010465000000	-21.6515	7.94359	4.98258	0.605777	-0.355356	lidar	0.00203108	-21.6473	7.94	-21.6026	7.98072	5.01757	0.583699
1477010465050000	-21.4699	8.06709	4.93985	0.588799	-0.355127	radar	5.25619	-21.8637	7.78661	-21.392	8.11703	5.02257	0.565128
1477010465100000	-21.1963	8.08614	4.92516	0.503643	-0.439085	lidar	5.0532	-21.0853	7.83229	-21.1787	8.24957	5.02756	0.546812
1477010465150000	-20.9745	8.28086	4.98765	0.51286	-0.398671	radar	16.4163	-20.5503	9.28616	-20.9628	8.37833	5.03253	0.528756
1477010465200000	-20.8335	8.45073	4.93591	0.535552	-0.346838	lidar	3.15559	-21.0519	8.50983	-20.7444	8.50333	5.03748	0.510962
1477010465250000	-20.5931	8.62847	5.00378	0.533387	-0.326305	radar	15.1698	-19.9265	9.40847	-20.5237	8.62457	5.0424	0.493433
1477010465300000	-20.3336	8.72462	5.03326	0.492938	-0.355779	lidar	1.01951	-20.21	8.68914	-20.3006	8.74206	5.0473	0.476172
1477010465350000	-20.1209	8.84378	5.02075	0.478744	-0.35139	radar	2.5969	-20.2277	8.8532	-20.0753	8.85583	5.05217	0.459181
1477010465400000	-19.9305	8.94091	4.9707	0.462768	-0.350397	lidar	1.27323	-20.0633	8.86724	-19.848	8.96589	5.057	0.442462
1477010465450000	-19.7182	9.03022	4.94209	0.439553	-0.357979	radar	3.65217	-19.9264	8.7818	-19.6186	9.07227	5.0618	0.42602
1477010465500000	-19.4825	9.08335	4.92346	0.397018	-0.389096	lidar	0.862509	-19.4861	8.96665	-19.3873	9.17499	5.06656	0.409856
1477010465550000	-19.2326	9.25125	4.99466	0.405706	-0.352079	radar	18.692	-18.5719	10.2069	-19.1542	9.27409	5.07128	0.393973
1477010465600000	-18.9216	9.28293	5.05384	0.340486	-0.410195	lidar	4.12934	-18.6786	9.19191	-18.9193	9.36959	5.07596	0.378373
1477010465650000	-18.715	9.34057	4.99722	0.31614	-0.416245	radar	8.13421	-19.2825	8.98189	-18.6827	9.46154	5.08058	0.363059
1477010465700000	-18.4684	9.42908	5.01561	0.29964	-0.410369	lidar	0.196841	-18.4242	9.46852	-18.4446	9.54996	5.08516	0.348033
1477010465750000	-18.2145	9.42953	4.99263	0.243459	-0.455595	radar	9.33919	-18.1634	8.72444	-18.2049	9.63492	5.08968	0.333298
1477010465800000	-17.9409	9.55161	5.06365	0.245259	-0.422758	lidar	3.3057	-17.7736	9.72478	-17.9639	9.71643	5.09414	0.318855
1477010465850000	-17.6753	9.63644	5.09777	0.233135	-0.41018	radar	6.50415	-17.2296	9.97767	-17.7214	9.79457	5.09855	0.304708
1477010465900000	-17.4177	9.74881	5.13408	0.237738	-0.377654	lidar	1.38342	-17.3436	9.88109	-17.4777	9.86936	5.10289	0.290859
1477010465950000	-17.1748	9.84348	5.13706	0.237526	-0.353845	radar	4.75972	-17.1554	10.212	-17.2328	9.94087	5.10717	0.277309
1477010466000000	-16.9269	9.9783	5.16429	0.256705	-0.306914	lidar	1.86893	-16.8876	10.145	-16.9868	10.0091	5.11138	0.26406
1477010466050000	-16.6755	10.0464	5.16485	0.243401	-0.304141	radar	3.2259	-16.5958	10.1078	-16.7396	10.0743	5.11551	0.251116
1477010466100000	-16.4511	10.1756	5.15535	0.264715	-0.258541	lidar	1.4595	-16.5153	10.3091	-16.4915	10.1362	5.11958	0.238478
1477010466150000	-16.2023	10.2715	5.16285	0.26628	-0.239998	radar	4.46929	-16.09	10.5824	-16.2424	10.1952	5.12357	0.226147
1477010466200000	-15.9584	10.29	5.13943	0.232263	-0.267963	lidar	0.832556	-16.006	10.1843	-15.9924	10.2511	5.12748	0.214126
1477010466250000	-15.7121	10.3529	5.13322	0.22207	-0.263893	radar	3.04692	-15.7234	10.41	-15.7416	10.3041	5.13132	0.202417
1477010466300000	-15.4762	10.3409	5.09223	0.179002	-0.301947	lidar	1.90378	-15.5699	10.1904	-15.4899	10.3543	5.13507	0.191022
1477010466350000	-15.1789	10.4229	5.16304	0.176792	-0.284512	radar	16.6671	-14.2385	10.9109	-15.2376	10.4016	5.13873	0.179942
1477010466400000	-14.9274	10.4687	5.16034	0.16393	-0.282839	lidar	0.00558291	-14.9365	10.4722	-14.9846	10.4462	5.14231	0.169179
1477010466450000	-14.6695	10.4262	5.13864	0.109626	-0.333852	radar	10.5797	-14.724	9.63506	-14.7309	10.4882	5.14579	0.158735
1477010466500000	-14.4068	10.3767	5.12926	0.0559063	-0.380648	lidar	1.58093	-14.4088	10.222	-14.4766	10.5276	5.14919	0.148612
1477010466550000	-14.1408	10.3991	5.14214	0.0412005	-0.37473	radar	4.0521	-13.9005	10.5238	-14.2218	10.5645	5.15249	0.138811
1477010466600000	-13.8797	10.5801	5.18176	0.106213	-0.268191	lidar	8.71846	-13.8049	10.9383	-13.9665	10.5989	5.15569	0.129333
1477010466650000	-13.6135	10.6214	5.19341	0.0998356	-0.258867	radar	3.76831	-13.3956	10.7857	-13.7107	10.631	5.1588	0.120181
1477010466700000	-13.3537	10.6145	5.1905	0.0716713	-0.278144	lidar	0.261802	-13.3556	10.5517	-13.4545	10.6608	5.1618	0.111355
1477010466750000	-13.09	10.6477	5.19672	0.0655879	-0.267949	radar	3.79902	-12.9374	10.8137	-13.1979	10.6884	5.16471	0.102857
1477010466800000	-12.8618	10.7803	5.17155	0.111071	-0.194008	lidar	4.09422	-12.9591	11.0099	-12.9409	10.7138	5.16751	0.0946879
1477010466850000	-12.5907	10.8483	5.19345	0.120565	-0.169213	radar	6.28466	-12.2518	11.2495	-12.6836	10.7373	5.1702	0.0868499
1477010466900000	-12.3363	10.7895	5.17707	0.0690164	-0.223827	lidar	2.21815	-12.3713	10.6091	-12.426	10.7587	5.17278	0.0793437
1477010466950000	-12.0735	10.8157	5.18187	0.0624049	-0.217871	radar	3.26069	-11.9352	10.9161	-12.1681	10.7783	5.17526	0.0721706
1477010467000000	-11.8439	10.9058	5.152	0.089594	-0.170105	lidar	2.01584	-11.9451	11.0515	-11.91	10.7961	5.17763	0.0653316
1477010467050000	-11.5571	10.9287	5.19034	0.0801599	-0.170841	radar	7.01978	-10.9703	10.9676	-11.6516	10.8121	5.17988	0.0588279
1477010467100000	-11.3293	10.9479	5.14902	0.0728024	-0.169703	lidar	0.872722	-11.4548	10.9407	-11.393	10.8265	5.18202	0.0526604
1477010467150000	-11.0881	10.9225	5.12038	0.0439981	-0.195653	radar	6.54139	-11.3472	10.5111	-11.1342	10.8394	5.18405	0.0468302
1477010467200000	-10.7843	10.8467	5.17757	-0.00958408	-0.250449	lidar	3.72014	-10.6009	10.6823	-10.8753	10.8509	5.18596	0.0413382
1477010467250000	-10.5351	10.8424	5.16185	-0.0219126	-0.250304	radar	3.34271	-10.6563	10.8369	-10.6161	10.8609	5.18775	0.0361852
1477010467300000	-10.3045	10.8492	5.12613	-0.0268546	-0.241224	lidar	0.711163	-10.4142	10.8747	-10.3569	10.8697	5.18942	0.0313721
1477010467350000	-10.0438	10.8777	5.13138	-0.0208153	-0.218081	radar	4.29522	-9.90413	11.2255	-10.0976	10.8772	5.19097	0.0268996
1477010467400000	-9.79779	10.9482	5.1199	0.006334	-0.170191	lidar	1.67574	-9.83445	11.1032	-9.83809	10.8837	5.19241	0.0227684
1477010467450000	-9.57825	10.8916	5.06668	-0.0299651	-0.206043	radar	10.9308	-10.195	10.3498	-9.57852	10.8891	5.19372	0.0189791
1477010467500000	-9.32214	10.9331	5.07169	-0.0155309	-0.174765	lidar	0.700107	-9.3066	11.0348	-9.31887	10.8936	5.19491	0.0155325
1477010467550000	-9.07903	10.8728	5.05505	-0.0515508	-0.209449	radar	6.30379	-9.2226	10.3527	-9.05915	10.8972	5.19597	0.0124289
1477010467600000	-8.81967	10.9286	5.06427	-0.027401	-0.165692	lidar	1.39199	-8.78899	11.0707	-8.79937	10.9001	5.19691	0.00966898
1477010467650000	-8.58372	10.8353	5.04022	-0.0780726	-0.219543	radar	11.4403	-8.83914	10.0319	-8.53953	10.9023	5.19773	0.00725307
1477010467700000	-8.38942	10.7619	4.96568	-0.115546	-0.253813	lidar	3.6766	-8.62045	10.6577	-8.27965	10.9039	5.19842	0.00518158
1477010467750000	-8.1328	10.7688	4.97504	-0.109542	-0.22996	radar	4.56308	-7.91543	11.1157	-8.01974	10.905	5.19899	0.00345484
1477010467800000	-7.81299	10.828	5.0675	-0.0756361	-0.171524	lidar	6.77113	-7.51971	11.0005	-7.75979	10.9057	5.19943	0.00207312
1477010467850000	-7.5473	10.7931	5.08423	-0.0911133	-0.179932	radar	3.69447	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00103664
1477010467900000	-7.26731	10.7852	5.11978	-0.0911539	-0.168236	lidar	0.743855	-7.15631	10.815	-7.23983	10.9063	5.19994	0.000345566
1477010467950000	-7.03429	10.7847	5.08567	-0.0883889	-0.154422	radar	4.44502	-7.39396	11.0181	-6.97983	10.9064	5.2	-1.50937e-15
